Model code,Brand,Revenue (EUR),Revenue Change (%),Revenue Change (EUR),Units,Units Change (%),Units Change,Price (EUR),Price Change (%),Price Change (EUR),Price index,Price index Change,Act. Num. Dist.,Act. Num. Dist. Change (pp),TPR units,TPR units Change (%),TPR units Change
58E6KT,LG,4372.34,-0.403,-2952.12,4,-0.321,-2,1093.09,-0.121,-150.69,152,-11,0.001,-0.8,,,
32A5KQ,METZ,4331.6,-0.333,-2165.8,17,-0.333,-9,249.9,0,0,35,2,0.001,0,0,,
49NANO816NA,HISENSE,4330,0.007,28,3,0,0,1443.33,0.007,9.33,201,13,0,0,0,,
40LA3263DG,METZ,4292.49,-0.005,-22.3,21,0,0,204.4,-0.005,-1.06,29,2,0,0,,,
55UR80006LJ,LG,4288.29,,,3,,,1429.43,,,199,,0.001,,0,,
CALEA 50 TY64 UHD TWIN,LG,4276.2,,,4,,,1125.32,,,157,,0.001,,,,
BN32H1372EEB,SONY,4267.4,,,4,,,991.98,,,138,,0.001,,0,,
50PUS8507,TECHNISAT,4238.52,0.68,1716.08,26,0.689,11,164.6,-0.005,-0.8,23,1,0.003,0.1,,,
GQ65Q64C,HISENSE,4230.51,0.032,132.14,7,-0.125,-1,604.36,0.18,92.06,84,17,0.001,0,2,-0.344,-1
32 GHB 6242,PANASONIC,4214.21,2.515,3015.21,4,2.8,3,1109,-0.075,-90,155,-3,0.001,-0.8,,,
GU50AU7199,DYON,4199.9,1.5,2519.94,10,1.5,6,419.99,0,0,59,3,0,0,0,,
40MTD7000Z,LG,4199.83,-0.755,-12921.45,2,-0.757,-7,1749.93,0.009,15.73,244,16,0,-0.1,2,-0.595,-4
55XL9C63,PHILIPS,4199,,,1,,,4199,,,586,,0.009,,0,,
55PML9308,HISENSE,4196.5,1.067,2165.82,4,1.463,2,1199,-0.161,-230,167,-21,0.001,0,4,,
55U71HQ,METZ BLUE,4172.69,0.823,1883.69,4,0.518,1,1017.26,0.201,170.08,142,31,0.001,0,,,
75E77KQ PRO,METZ,4148.54,0.627,1598.61,12,0.62,5,341.44,0.004,1.45,48,3,0.002,0.1,,,
75P635,TOSHIBA,4126.81,0.02,79.55,12,0.102,1,332.81,-0.075,-26.95,46,-1,0.003,0.2,11,0.24,2
24 GHB 5240,SONY,4125,-0.465,-3584.62,8,-0.451,-7,495,-0.025,-12.63,69,2,0.001,-0.2,8,,
55OLED707,STRONG,4123.21,-0.512,-4331.43,23,-0.511,-24,179.27,-0.003,-0.62,25,1,0,0,0,,
32MTB4001Y,LG,4116.02,0,0,4,0,0,1029.01,0,0,144,8,0,0,0,,
XF32SN550S,TELEFUNKEN,4095.91,1.686,2570.79,20,2.282,14,203.78,-0.182,-45.22,28,-4,0.001,0,10,,
TV WITH ME ML24,LG,4093.99,-0.725,-10781.6,5,-0.733,-14,818.8,0.029,23.06,114,10,0,-0.2,0,-1,-11
50PUS8057,TELEFUNKEN,4092.38,-0.03,-126.34,30,-0.04,-1,136.41,0.01,1.41,19,1,0.001,0,14,,
75E77KQ,HISENSE,4050,0.938,1960,2,1,1,2025,-0.031,-65,282,8,0,0,0,,
GQ55LS03B,LG,4031.94,-0.193,-964.72,1,-0.609,-2,3097,1.066,1598,432,235,0,0,0,,
55HAK5350,LENCO,4026.27,0.289,902.39,12,0.076,1,333,0.198,54.93,46,10,0.002,0.1,0,,
SRT 40FC4433,TOSHIBA,4011.58,,,13,,,299,,,42,,0.002,,0,,
50PUS7906,SAMSUNG,3999.97,,,1,,,3999.97,,,558,,0,,,,
24 GHB 5340,XIAOMI,3998.36,0.404,1150.52,12,0.5,4,333.2,-0.064,-22.78,46,0,0.001,0,0,,
GQ75Q60B,HISENSE,3998,,,2,,,1999,,,279,,0,,0,,
C1420DVB,TECHNISAT,3996.01,,,12,,,333,,,46,,0,,0,,
GU75CU7199,SONY,3993.59,-0.672,-8169.44,4,-0.647,-8,928.33,-0.069,-68.48,129,-1,0.009,0.7,,,
65QLED770,PANASONIC,3993,-0.395,-2604.99,3,-0.4,-2,1331,0.009,11.4,186,12,0.001,0,,,
ALH00032,METZ,3981.72,-0.044,-183.45,10,-0.091,-1,398.17,0.052,19.52,56,6,0.001,0,0,,
OLED83C29LA,TELEFUNKEN,3979.81,-0.104,-462.28,19,-0.013,0,209.46,-0.092,-21.29,29,-1,0,-0.2,0,,
43UF3D63,LG,3960.14,1.59,2431.14,6,1.379,3,713.54,0.089,58.25,100,13,0.009,0.9,3,0.427,1
43UR80006LJ,PHILIPS,3958,0.087,315.65,2,0,0,1979,0.087,157.83,276,37,0,0,0,,
GQ43LS03A,TELEFUNKEN,3957.95,0.365,1058,7,0.4,2,565.42,-0.025,-14.57,79,3,0.001,0,0,,
50A66H,LG,3946,-0.455,-3299,3,-0.4,-2,1315.33,-0.092,-133.67,183,-7,0.001,0,,,
65QF5D63,METZ,3945.15,0.644,1545.21,10,0.633,4,402.57,0.006,2.58,56,4,0.001,0,0,,
50AE7050F,TOSHIBA,3939.45,5.906,3369,14,5.941,12,273.26,-0.005,-1.41,38,2,0.002,0.2,,,
40 GFB 6070,HISENSE,3938.61,0.14,484.81,3,0.133,0,1158.42,0.006,7.15,162,10,0.001,0,,,
LT-32VAF5000,PHILIPS,3905.95,,,7,,,574.4,,,80,,0.001,,,,
C2220FMTR,TOSHIBA,3901.89,2.268,2707.89,6,1.813,4,693.67,0.162,96.67,97,18,0.001,0.1,5,1.25,3
XR-55X92J,SHARP,3897.32,-0.092,-393.95,25,-0.071,-2,155.89,-0.022,-3.49,22,1,0.001,0,0,,
GQ43Q60B,PHILIPS,3876.72,-0.344,-2035.37,8,-0.333,-4,484.59,-0.016,-8.08,68,3,0.001,0,0,,
GQ55QN95C,STRONG,3871.35,0.444,1190.27,16,0.455,5,241.96,-0.007,-1.78,34,2,0,0,0,,
TX-50LXW704,SHARP,3867.45,0.748,1655.13,10,0.333,3,386.75,0.311,91.77,54,15,0,-0.1,0,,
TX-55JXW944,SAMSUNG,3833.22,-0.214,-1046.42,5,0,0,766.64,-0.214,-209.28,107,-21,0.001,0,4,,
43PUS8507,METZ BLUE,3818,,,2,,,1909,,,266,,0,,0,,
43 CUA 7250 ROM,PHILIPS,3810.41,-0.269,-1404.17,6,-0.25,-2,635.07,-0.026,-16.75,89,3,0.001,0,,,
D43U551W1CW,SONY,3798,,,2,,,1899,,,265,,0,,0,,
50PUS8887,LG,3798,-0.331,-1880.01,2,-0.333,-1,1899,0.003,6.33,265,16,0,0,0,,
32 CHA 6251 WIEN,PHILIPS,3793.09,1.085,1973.96,11,1.2,6,344.83,-0.052,-19,48,0,0,0,0,,
UE50CU7172,SAMSUNG,3792.22,-0.628,-6390.28,4,-0.55,-4,1053.39,-0.172,-219.42,147,-20,0.001,-0.9,4,-0.1,0
OLED65B26LA,SONY,3791.75,,,4,,,1046,,,146,,0.001,,0,,
TX-55JZF1507,LG,3779,-0.662,-7390,3,-0.571,-4,1259.67,-0.211,-335.9,176,-34,0,0,3,,
GQ75Q70B,REFLEXION,3776.48,-0.886,-29429.98,5,-0.822,-23,755.3,-0.362,-429.29,105,-50,0.001,-0.4,,,
55OLED806,PANASONIC,3776,-0.056,-222,2,0,0,1888,-0.056,-111,263,1,0.009,0,,,
GQ75QN800B,METZ BLUE,3760.34,6.843,3280.86,20,7.504,17,192.1,-0.078,-16.2,27,-1,0.002,-0.7,,,
P1E 65,SAMSUNG,3746.06,-0.535,-4314.35,10,-0.5,-10,374.61,-0.071,-28.41,52,-1,0.001,-0.6,4,,
32FI2E,PANASONIC,3719.85,-0.094,-388.16,6,-0.143,-1,619.98,0.056,33.12,86,9,0.001,0,2,-0.571,-3
D32H551N1CW,TELEFUNKEN,3712.25,2.867,2752.31,25,3.167,19,148.49,-0.072,-11.5,21,0,0,0,0,,
50QF5D63,SONY,3709.45,0.783,1628.45,6,0.947,3,635.08,-0.084,-58.59,89,-3,0.009,0.1,5,,
QU50AN900M,TOSHIBA,3707.25,-0.417,-2653.94,5,-0.451,-4,692.99,0.061,40.07,97,11,0.001,-0.1,3,-0.524,-4
55QNED879QB,TELEFUNKEN,3689.91,-0.1,-409.99,9,-0.1,-1,409.99,0,0,57,3,0,0,0,,
65A66H,SAMSUNG,3683.18,-0.732,-10066.59,9,-0.731,-24,409.24,-0.006,-2.43,57,3,0.001,-0.9,,,
50A7GQ,PANASONIC,3680.13,1.585,2256.63,3,1,2,1226.71,0.293,277.71,171,46,0.001,0,0,,
55PUS7657,LG,3677,,,1,,,3677,,,513,,0,,0,,
65A63H,LG,3665,5.119,3066,5,4,4,733,0.224,134,102,24,0,0,0,,
TARIS 50TY84 UHD TWIN R,LG,3650.01,,,5,,,730,,,102,,0,,,,
32D4300,TELEFUNKEN,3635.57,,,7,,,499,,,70,,0.001,,0,,
55QNED756RA,HISENSE,3624.79,-0.202,-919.49,4,-0.193,-1,864.94,-0.012,-10.51,121,6,0.001,-0.8,,,
32LM6380PLC,HISENSE,3618.4,-0.105,-424.02,4,-0.122,-1,841.12,0.02,16.45,117,9,0.001,0,,,
75U8KQ,LG,3598,,,2,,,1799,,,251,,0,,0,,
GU43AU9079,PANASONIC,3595,-0.076,-297,10,-0.091,-1,359.5,0.016,5.68,50,4,0,-0.1,0,,
43QLED770,PANASONIC,3594.11,-0.166,-715.81,7,-0.148,-1,521.73,-0.021,-11.46,73,3,0.001,0,,,
GQ55LS01B,DYON,3578.26,-0.274,-1347.63,17,-0.274,-6,210.49,0,-0.02,29,2,0.001,0,0,,
55UR781C0LK,LG,3577.58,1.385,2077.58,3,1.604,2,1374,-0.084,-126,192,-5,0,0,,,
GQ55QN92C,SONY,3569.97,,,3,,,1189.99,,,166,,0,,0,,
XR-65X92K,LG,3550.92,2,2367.1,3,2,2,1183.64,0,-0.18,165,10,0,0,0,,
GQ43LS05B,SHARP,3535.06,-0.81,-15053.39,17,-0.795,-66,207.94,-0.071,-16.01,29,0,0.001,0,,,
TX-55LZW984,LOEWE,3531.88,0.125,393.21,9,0.125,1,392.43,0,0.1,55,3,0,0,0,,
77OLED806,LG,3502.57,,,2,,,1599,,,223,,0,,0,,
TX-40JXW854,METZ BLUE,3471.13,-0.271,-1288.77,10,-0.286,-4,347.11,0.021,7.12,48,4,0,0,0,,
70A6K,TOSHIBA,3445.56,0.924,1654.55,9,0.725,4,399.48,0.115,41.28,56,9,0.001,0.1,0,,
OLED55A29LA,SONY,3418.7,-0.64,-6077.8,3,-0.6,-4,1314.88,-0.1,-146.12,183,-9,0,-0.1,0,,
UE75CU7172,SAMSUNG,3418.06,5.926,2924.53,9,6.478,7,397.45,-0.074,-31.71,55,-1,0.001,0.1,0,,
GQ65Q74B,METZ,3408,-0.008,-26,24,0,0,142,-0.008,-1.08,20,1,0,0,0,,
75PUS7855,LG,3403,1.359,1960.23,7,1.333,4,486.14,0.011,5.22,68,5,0.001,0,,,
XR-65X93K,TOSHIBA,3400.34,,,4,,,944.54,,,132,,0,,0,,
XU43AN751S,SAMSUNG,3398,-0.761,-10838,2,-0.75,-6,1699,-0.045,-80.5,237,3,0,0,,,
FWD-48A90K,PHILIPS,3394.6,0.857,1566.6,6,0.933,3,585.28,-0.039,-24.06,82,2,0.001,0,0,,
XR-55X93J,WE. BY LOEWE.,3394.28,1.412,1986.95,42,1.8,27,80.82,-0.139,-13.01,11,-1,0,0,,,
50E76GQ,SONY,3387.88,,,4,,,774.37,,,108,,0.001,,0,,
BE85C-H/LH85BECH,HISENSE,3372,-0.436,-2602.82,3,-0.5,-3,1124,0.129,128.2,157,26,0.001,0,,,
65UF3D63,TELEFUNKEN,3329.91,-0.399,-2212.71,9,-0.4,-6,369.99,0.001,0.48,52,3,0,0,0,,
43 CUA 7390 MAILAND,SONY,3316.37,0.14,407.25,2,-0.085,0,1369.8,0.246,270.8,191,47,0,0,0,,
TX-75LXX889,SAMSUNG,3301.23,,,3,,,1179.01,,,164,,0,,3,,
GQ55S95B,SAMSUNG,3295.94,0.712,1370.77,6,0.875,3,549.32,-0.087,-52.29,77,-2,0.001,0.1,4,,
XH24J101D,SONY,3274.11,0.92,1568.8,4,0.397,1,781.27,0.374,212.83,109,34,0.001,0,0,-1,-3
SRT55UC7433,LG,3269.33,,,1,,,3269.33,,,456,,0,,0,,
48A85H,HISENSE,3251.23,0.038,118.42,5,0.445,1,702.97,-0.282,-276.03,98,-31,0.001,0.1,,,
TARIS 43TY90 UHD TWIN R,LG,3244.59,2.311,2264.6,7,2.5,5,463.51,-0.054,-26.48,65,0,0.001,0.1,4,1.1,2
24 GHB 5241,SAMSUNG,3222,-0.703,-7641.09,1,-0.667,-2,3222,-0.11,-399.03,449,-26,0,0,,,
LT-50VA3355,TELEFUNKEN,3219.93,,,7,,,459.99,,,64,,0.001,,0,,
70UR80006LJ,METZ,3217.06,-0.051,-173.94,22,-0.043,-1,146.23,-0.008,-1.2,20,1,0,0,0,,
SMART 32,SAMSUNG,3136.98,-0.529,-3527.36,5,-0.518,-5,627.4,-0.023,-14.58,87,3,0.001,0,4,-0.45,-3
GU55AU7199,LOEWE,3124.74,0.272,668.39,5,0.275,1,595.19,-0.002,-1.35,83,5,0.009,0,,,
43P635,SAMSUNG,3074.54,1.571,1878.54,3,1.702,2,1137.92,-0.049,-58.08,159,2,0,-0.8,,,
EVO II,SAMSUNG,3068.05,-0.384,-1915.76,3,-0.25,-1,1022.68,-0.179,-223.27,143,-21,0.001,0,,,
24WK3C64,TOSHIBA,3045.23,-0.616,-4893.74,10,-0.636,-17,311.8,0.054,15.94,43,5,0.001,-1,,,
TX-65MX600E,TOSHIBA,3029.48,2.478,2158.54,5,3.072,4,571.4,-0.146,-97.58,80,-8,0.001,0.1,5,,
XU55AN751S,PHILIPS,3012.77,0.855,1388.57,7,0.842,3,430.4,0.007,2.98,60,4,0.003,0.3,0,,
49 GUA 8100 MANHATTAN,TOSHIBA,3006.08,2.344,2107.08,4,3.421,3,679.95,-0.244,-219.05,95,-23,0.001,0.1,2,,
43 VOE 72,SONY,3000,,,2,,,2000,,,279,,0,,,,
LT-55VU6355,PANASONIC,2999.94,3.292,2300.94,6,5,5,499.99,-0.285,-199.01,70,-22,0,0,,,
GU50BU8079,LG,2999,,,1,,,2999,,,418,,0,,0,,
GQ32LS03B,DYON,2998.97,-0.123,-421.55,15,-0.118,-2,199.93,-0.006,-1.28,28,1,0,0,0,,
55 GOB 9290,WE. BY LOEWE.,2997.5,-0.771,-10109.5,3,-0.657,-5,1199,-0.334,-600,167,-69,0,-0.1,,,
43UQ91009LA,HISENSE,2997.02,1,1498.5,3,1,2,999.01,0,0,139,8,0.003,0,0,,
TX-55MXT886,PHILIPS,2995.14,1.3,1692.97,7,1.333,4,427.88,-0.014,-6.18,60,3,0,0,0,,
40 CFA 6390 ZURICH,LG,2963.54,,,3,,,950.57,,,133,,0.001,,,,
32W2263DG,SONY,2959,,,1,,,2959,,,413,,0,,0,,
TX-43MXW944,DYON,2946.4,-0.539,-3444.24,17,-0.517,-19,169.33,-0.046,-8.18,24,0,0.001,0,,,
U43H7A,LG,2942.43,,,5,,,613.01,,,85,,0.001,,0,,
65E77KQ PRO,TECHNISAT,2937.71,-0.498,-2913.81,23,-0.487,-22,127.73,-0.022,-2.89,18,1,0,-0.2,0,,
D32H554M1CWV,PHILIPS,2907,-0.082,-258.99,7,-0.468,-6,399,0.727,167.91,56,25,0.001,0,0,-1,-12
GQ75QN900B,SONY,2897.45,-0.643,-5229.3,6,-0.637,-11,465.45,-0.019,-8.95,65,3,0.001,-1,0,,
GQ75QN95B,WE. BY LOEWE.,2884.04,,,1,,,2150.81,,,300,,0,,,,
65A85H,LG,2882.65,,,5,,,562.86,,,78,,0.001,,0,,
43 GUB 7340,LG,2878.01,0.055,151,3,0,0,959.34,0.055,50.33,134,14,0.001,0,,,
SRT 40FD5553,SAMSUNG,2870.88,-0.866,-18579.08,3,-0.857,-15,1148.35,-0.065,-79.24,160,-1,0,-0.2,0,,
24WK3C63,HISENSE,2868.91,1.082,1490.89,4,1,2,717.23,0.041,28.22,100,10,0.001,0,0,,
65NANO783QA,TOSHIBA,2859.5,1.21,1565.75,10,1.213,5,298.58,-0.001,-0.42,42,2,0.001,0.1,0,,
55C839,PHILIPS,2856.27,0.161,395.45,7,0.167,1,408.04,-0.005,-2.1,57,3,0,0,0,,
TX-43LXT976,LOEWE,2847,1.504,1710,5,1.5,3,569.4,0.002,0.9,79,5,0.001,0,,,
40 GFB 6242,METZ BLUE,2844,-0.454,-2367,5,-0.444,-4,568.8,-0.018,-10.2,79,3,0,0,0,,
TX-65LXF977,BLAUPUNKT,2841.65,-0.204,-728.1,13,-0.235,-4,218.59,0.041,8.6,30,3,0.001,0,0,,
TX-48MZ700E,SAMSUNG,2838.1,-0.767,-9335.24,4,-0.767,-14,677.23,0.001,0.65,94,6,0.001,-1,,,
GU75AU7199,METZ,2819,-0.203,-718,12,-0.2,-3,234.92,-0.004,-0.88,33,2,0,0,0,,
50A63H,SONY,2805.45,-0.81,-11987.27,7,-0.767,-22,424.83,-0.187,-98,59,-9,0.001,-1,,,
LDDW240,METZ BLUE,2800.98,,,2,,,1400.49,,,195,,0,,0,,
GQ65Q80B,TELEFUNKEN,2799.92,1.523,1689.95,8,1.667,5,349.99,-0.054,-20,49,0,0,0,0,,
D43Q660M2CW,LG,2796,0.941,1355.28,4,1,2,699,-0.03,-21.36,97,3,0,0,0,,
VQU11055+,METZ BLUE,2793,-0.462,-2394,7,-0.462,-6,399,0,0,56,3,0,0,0,,
LT-32VHE5155,SONY,2748.63,,,1,,,1999,,,279,,0,,0,,
40MTD4001Z,STRONG,2740.42,-0.167,-548.87,5,-0.167,-1,548.08,0,-0.13,76,4,0.001,0,0,,
OLED48C29LB,PANASONIC,2727.39,-0.68,-5789.08,4,-0.719,-10,698.99,0.141,86.55,97,17,0.009,-0.1,,,
HEA24GH220,BLAUPUNKT,2727.04,0.418,803.68,11,0.375,3,247.91,0.031,7.49,35,3,0.001,0,0,,
50FJ2E,DYON,2706.93,1.493,1620.95,10,1.5,6,270.69,-0.003,-0.8,38,2,0.001,0,0,,
50UF3D53,METZ,2699.91,-0.965,-73959.63,10,-0.963,-250,284.2,-0.039,-11.5,40,1,0.002,-1.3,,,
LT-32VH2105,SAMSUNG,2699,0.173,399,1,0,0,2699,0.173,399,376,74,0,0,0,,
ALU20050,HISENSE,2697,0.023,60.4,3,-0.118,0,899,0.159,123.53,125,23,0.001,0,0,,
TX-55MXW834,XIAOMI,2690.16,-0.023,-63.84,6,0,0,448.36,-0.023,-10.64,63,2,0.001,0,0,,
55PUS8057,METZ,2688.43,,,7,,,369,,,51,,0.001,,0,,
GQ75QN900A,CHIQ,2684.05,4.315,2179.09,5,4,4,536.81,0.063,31.85,75,9,0.002,0.2,,,
GU55TU6979,SAMSUNG,2664.17,,,4,,,666.04,,,93,,0,,0,,
LDDW27I+,TOSHIBA,2655.91,-0.162,-512.02,9,0.286,2,295.1,-0.348,-157.46,41,-18,0.001,0,9,1.857,6
TX-43MXT966,TELEFUNKEN,2655.08,-0.58,-3673.24,7,-0.588,-10,379.3,0.019,7.04,53,4,0,0,0,,
43UR781C0LK,LG,2642.64,3.486,2053.6,5,3.773,4,503.36,-0.06,-32.13,70,0,0.001,0.1,,,
UE65CU7172,LG,2630.26,-0.75,-7896.8,12,-0.826,-57,219.19,0.437,66.62,31,11,0,0,,,
UE32T5302,LG,2609.33,,,6,,,434.89,,,61,,0.001,,0,,
TX-55MXW954,PANASONIC,2604.66,-0.743,-7538.84,3,-0.7,-8,766.08,-0.145,-129.45,107,-11,0.001,-0.1,,,
FN32GV310,PANASONIC,2599,,,2,,,1299.5,,,181,,0,,,,
GU43AU7199,REFLEXION,2596.67,,,3,,,779,,,109,,0.001,,0,,
50MUC7001Z,XIAOMI,2596,,,4,,,649,,,91,,0,,0,,
70PUS7906,SHARP,2583.96,1.971,1714.17,24,2,16,107.67,-0.01,-1.06,15,1,0.001,0,,,
TX-75JXF977,SAMSUNG,2569,-0.548,-3113.33,1,-0.6,-1,2569,0.13,296.07,358,60,0,0,,,
KD-75X89K,CHIQ,2563.49,0.033,82.5,8,0.379,2,320.44,-0.251,-107.32,45,-12,0.001,0,,,
65UQ75009LF,DYON,2536.68,,,4,,,576.52,,,80,,0.001,,0,,
OLED55C29LD,METZ,2535.91,0.011,26.85,6,0,0,422.65,0.011,4.47,59,4,0.001,0,0,,
TX-55MZW984,SONY,2532.71,-0.003,-6.36,2,0,0,1266.36,-0.003,-3.18,177,10,0,0,0,,
TX-55LXF977,TOSHIBA,2525.99,-0.507,-2596.37,7,-0.457,-6,360.86,-0.092,-36.46,50,-2,0.001,-0.2,5,,
65A7KQ,SHARP,2521.84,2.882,1872.22,11,2.621,8,240.18,0.072,16.17,33,4,0.001,0,,,
KD-75X85L,METZ BLUE,2517,-0.5,-2517,3,-0.5,-3,839,0,0,117,7,0,0,,,
SMART 43 X-EOS,HISENSE,2498,3.626,1958,4,3,3,624.5,0.156,84.5,87,16,0.001,0.1,,,
GQ50QN93A,SAMSUNG,2497.53,,,3,,,999.01,,,139,,0,,,,
50RC630,TELEFUNKEN,2480.01,-0.192,-590.04,4,-0.2,-1,620,0.01,5.99,86,6,0.001,0,0,,
50A67H,SAMSUNG,2456.35,,,3,,,864.27,,,121,,0,,,,
TX-75MXW834,STRONG,2449.93,-0.23,-730.84,7,-0.222,-2,349.99,-0.01,-3.43,49,2,0,0,0,,
GQ75LS03B,PHILIPS,2443.92,,,9,,,264.21,,,37,,0.002,,0,,
40FD2E,TELEFUNKEN,2438,,,2,,,1219,,,170,,0,,0,,
49 GUB 8867,HISENSE,2436.04,0.595,908.86,6,0.647,2,435.01,-0.032,-14.16,61,2,0,0,0,,
58A7100F,METZ,2422.21,0.282,532.28,9,0.286,2,269.13,-0.003,-0.86,38,2,0,0,0,,
65OLED888,CELLO,2418,,,9,,,279,,,39,,0.001,,0,,
XH24N550M,PANASONIC,2397.01,,,1,,,2397.01,,,334,,0,,,,
43C641,SAMSUNG,2397,0,0,3,0,0,799,0,0,111,6,0,0,,,
32PHS5507,LENCO,2394,5,1995,6,5,5,399,0,0,56,3,0.001,0.1,0,,
50FN2E,CELLO,2388.09,3.777,1888.14,8,6.824,7,305.24,-0.389,-194.71,43,-23,0,0,,,
KD-75X81K,SONY,2387.03,-0.69,-5318.22,1,-0.716,-4,1679.76,0.09,138.71,234,32,0,0,0,,
LIVE 22 PRO,SONY,2384.31,5.693,2028.08,13,5.308,11,189,0.061,10.88,26,3,0.002,0.2,11,4.677,9
D55U750R1CW,SAMSUNG,2378.6,,,1,,,1699,,,237,,0,,0,,
TARIS 50 TY89 UHD TWIN R,DYON,2378.2,-0.503,-2408.53,14,-0.489,-13,169.87,-0.028,-4.83,24,1,0.001,0,0,-1,-1
TX-50LXW834,LG,2378,-0.058,-147.18,2,0,0,1189,-0.058,-73.59,166,0,0,0,,,
55BFL2214,HISENSE,2373.94,-0.789,-8898.73,2,-0.777,-7,1186.97,-0.054,-67.49,166,1,0,-0.9,,,
LDDW22I,PANASONIC,2370.62,,,6,,,413,,,58,,0.001,,3,,
SRT 32HC2003,SONY,2362.01,0.032,74.01,2,0,0,1181.01,0.032,37.01,165,14,0,0,0,,
LEDW22I,LG,2355.2,-0.6,-3534.8,2,-0.617,-4,1024,0.043,42.33,143,14,0.001,-0.8,0,,
32PHS6605,LG,2346.99,0.269,497.99,1,0,0,2346.99,0.269,497.99,327,84,0,0,0,,
43QL5D63,PANASONIC,2346,-0.288,-948.78,8,-0.273,-3,293.25,-0.021,-6.28,41,2,0,0,0,,
55MUD8001Z,HISENSE,2344.74,,,1,,,1650,,,230,,0,,,,
GU50CU7199,DYON,2338.1,0.445,720.13,13,0.444,4,179.85,0,0.08,25,1,0.001,0,0,,
TX-55HXW604,CHIQ,2332,-0.265,-839.11,8,-0.273,-3,291.5,0.011,3.22,41,3,0.001,0,,,
55 VOE 72,TECHNISAT,2319,-0.488,-2212.05,12,-0.5,-12,193.25,0.024,4.46,27,2,0.001,-0.1,0,,
32WK3C64,JVC,2315.1,-0.029,-69.89,9,0,0,257.23,-0.029,-7.77,36,1,0.001,0,,,
75E7KQ PRO,METZ BLUE,2299.23,-0.808,-9647.16,2,-0.8,-8,1149.62,-0.038,-45.02,160,3,0,0,,,
58PUS8507,PANASONIC,2297.72,1.869,1496.73,2,1.3,1,999.01,0.247,198.02,139,34,0.001,0.1,0,,
GQ75Q64C,PANASONIC,2297,-0.637,-4022.8,3,-0.667,-6,765.67,0.09,63.47,107,15,0,0,0,,
BILD I.77 DR+,PHILIPS,2291.81,4.73,1891.82,6,5.15,5,372.65,-0.068,-27.34,52,-1,0.001,0.1,5,,
65U8KQ,PHILIPS,2287.09,1.113,1204.84,2,0.923,1,1097.81,0.099,98.81,153,22,0,0,0,,
55 GUB 7240,XIAOMI,2273.08,-0.8,-9074.01,8,-0.83,-39,284.14,0.177,42.71,40,8,0.001,0,,,
43UN711C0ZB,LG,2251.26,1.093,1175.41,2,1.089,1,1000.56,0.002,1.56,140,8,0,0,2,,
GQ55LS03A,TOSHIBA,2251.22,-0.286,-901.51,9,-0.362,-5,250.14,0.119,26.54,35,6,0,0,0,,
55 VUX 722,SAMSUNG,2244.98,-0.148,-390.25,6,-0.143,-1,374.16,-0.006,-2.3,52,3,0.001,0,,,
KD-55X80L,PANASONIC,2225.46,-0.819,-10056.76,3,-0.812,-13,741.82,-0.034,-25.82,103,3,0.001,-0.2,2,-0.781,-7
UN43AV310,DYON,2207.93,0.374,600.93,11,0.358,3,200.72,0.012,2.33,28,2,0.001,0,0,,
SMART 40 XT,METZ,2206.85,0.623,846.93,13,0.625,5,169.76,-0.001,-0.23,24,1,0.001,0,0,,
D43F554E2CW,METZ,2199.95,-0.615,-3519.92,5,-0.615,-8,439.99,0,0,61,4,0,0,0,,
QU55AN900M,SAMSUNG,2199,,,1,,,2199,,,307,,0,,0,,
UN43GV310,PANASONIC,2198,,,2,,,1099,,,153,,0,,0,,
TX-48LZW984,SAMSUNG,2198,-0.839,-11487.62,2,-0.812,-9,1099,-0.147,-189.06,153,-16,0,-0.9,0,,
65 GUA 7100 BARCELONA,SONY,2190.48,-0.79,-8234.2,2,-0.733,-6,1000,-0.213,-270.61,139,-27,0,-0.1,,,
TX-65LXX889,SAMSUNG,2188.29,0,0,2,0,0,999,0,0,139,8,0,0,0,,
GQ65QN92B,LG,2178.97,0.946,1058.99,4,1,2,544.74,-0.027,-15.25,76,2,0.001,0,,,
GQ65QN700C,PHILIPS,2177.75,-0.222,-622.21,3,-0.25,-1,725.92,0.037,25.93,101,9,0,0,0,,
43PUS8508,TOSHIBA,2166.76,-0.399,-1441.32,12,-0.313,-5,179.79,-0.126,-25.9,25,-2,0.002,0,,,
58A6K,TELEFUNKEN,2120.26,0.249,423.26,3,0.14,0,619.77,0.096,54.1,86,12,0.001,0,0,,
KD-65X80K,XIAOMI,2118.25,-0.744,-6140.84,4,-0.741,-12,498.41,-0.009,-4.68,70,3,0,-0.2,4,-0.741,-12
D43U760B1CW,LOEWE,2112.01,0.119,224.54,6,0.333,2,352,-0.161,-67.44,49,-6,0.001,0,,,
OLED77B26LA,PANASONIC,2108,-0.729,-5665.99,5,-0.722,-13,421.6,-0.024,-10.29,59,2,0.001,0,,,
TARIS 43 TY84 UHD TWIN R,DYON,2104.81,0.791,929.35,11,0.833,5,191.35,-0.023,-4.56,27,1,0.001,0,,,
65PUS8888,DYON,2104,-0.612,-3319.82,5,-0.615,-8,420.8,0.009,3.58,59,4,0.001,0,0,,
D50U760B1CW,DYON,2103.54,-0.54,-2465.61,7,-0.562,-9,300.51,0.052,14.93,42,4,0.001,0,0,,
LT-65VU8156,HISENSE,2098,,,2,,,1049,,,146,,0,,0,,
